c_function,c_file,c_line,c_signature,tool_claim,tool_claim_resolved,tool_claim_status,tool_claim_defined_in_rust,tool_verifi_tag,name_eq,matcher_forced,matcher_forced_score,matcher_forced_conf,matcher_deploy,prior,truth,truth_note
ti_stoch_start,stoch.c,28,(options: const double *) -> int,,,NO_MAP,,,ti_stoch_start,,,,NONE,single-source,ti_stoch_start,"C stoch.c:28 `kperiod=(int)options[0]; kslow=(int)options[1]; dperiod=(int)options[2]; return kperiod+kslow+dperiod-3` -> Rust assembled_unidiomatic.rs:283 `kperiod = *options.add(0); kslow = *options.add(1); dperiod = *options.add(2) (each as c_int); kperiod + kslow + dperiod - 3`: genuine translation, same computation. Tool verdict: unverified, TU aborted at harness link failure (run1_extracted_rust/index.json). Name-eq says ti_stoch_start: correct. Forced matcher: no proposal (miss); deploy NONE."
ti_stoch,stoch.c,36,"(size: int, inputs: const double *const *, options: const double *, outputs: double *const *) -> int",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"stoch.c:36. Not emitted: the stoch.c TU translated only its first function ti_stoch_start (assembled_unidiomatic.rs:283) and then aborted at ""Failed to link project-level harness for function ti_stoch_start"" (RUN.md); ti_stoch never reached the LLM. Absent from rust_inventory.csv. Matcher deploy NONE, no forced proposal: consistent."
ti_stochrsi_start,stochrsi.c,27,(options: const double *) -> int,,,NO_MAP,,,ti_stochrsi_start,,,,NONE,single-source,ti_stochrsi_start,"C stochrsi.c:27 `return ((int)options[0])*2-1` -> Rust assembled_unidiomatic.rs:291 `((*(options as *const f64)) as c_int) * 2 - 1`: genuine translation, same computation. Tool verdict: unverified, TU aborted at harness link failure (run1_extracted_rust/index.json). Name-eq says ti_stochrsi_start: correct. Forced matcher: no proposal (miss); deploy NONE."
ti_stochrsi,stochrsi.c,32,"(size: int, inputs: const double *const *, options: const double *, outputs: double *const *) -> int",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"stochrsi.c:32. Not emitted: the stochrsi.c TU translated only its first function ti_stochrsi_start (assembled_unidiomatic.rs:291) and then aborted at ""Failed to link project-level harness for function ti_stochrsi_start"" (RUN.md); ti_stochrsi never reached the LLM. Absent from rust_inventory.csv. Matcher deploy NONE, no forced proposal: consistent."
ti_sum_start,sum.c,28,(options: const double *) -> int,,,NO_MAP,,,ti_sum_start,,,,NONE,single-source,ti_sum_start,"C sum.c:28 `return (int)options[0]-1` -> Rust assembled_unidiomatic.rs:296 `(*options as c_int) - 1`: genuine translation, same computation. Tool verdict: unverified, TU aborted at harness link failure (run1_extracted_rust/index.json). Name-eq says ti_sum_start: correct. Forced matcher: no proposal (miss); deploy NONE."
ti_sum,sum.c,33,"(size: int, inputs: const double *const *, options: const double *, outputs: double *const *) -> int",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"sum.c:33. Not emitted: the sum.c TU translated only its first function ti_sum_start (assembled_unidiomatic.rs:296) and then aborted at ""Failed to link project-level harness for function ti_sum_start"" (RUN.md); ti_sum never reached the LLM. Absent from rust_inventory.csv. Matcher deploy NONE, no forced proposal: consistent."
ti_tema_start,tema.c,28,(options: const double *) -> int,,,NO_MAP,,,ti_tema_start,,,,NONE,single-source,ti_tema_start,"C tema.c:28 `period=(int)options[0]; return (period-1)*3` -> Rust assembled_unidiomatic.rs:301 `let period = *options as c_int; (period - 1) * 3`: genuine translation, same computation. Tool verdict: unverified, TU aborted at harness link failure (run1_extracted_rust/index.json). Name-eq says ti_tema_start: correct. Forced matcher: no proposal (miss); deploy NONE."
ti_tema,tema.c,34,"(size: int, inputs: const double *const *, options: const double *, outputs: double *const *) -> int",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"tema.c:34. Not emitted: the tema.c TU translated only its first function ti_tema_start (assembled_unidiomatic.rs:301) and then aborted at ""Failed to link project-level harness for function ti_tema_start"" (RUN.md); ti_tema never reached the LLM. Absent from rust_inventory.csv. Matcher deploy NONE, no forced proposal: consistent."
ti_tr_start,tr.c,29,(options: const double *) -> int,,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"tr.c:29. Not emitted: the tr.c TU never reached the LLM — SACTOR's relocated expanded TU fails in gcc with `simple1.h`/`dx.h`-style same-directory headers not on its include path (one of the 37 pre-LLM failures, RUN.md; same in run 2). Absent from rust_inventory.csv. Matcher deploy NONE, no forced proposal: consistent."
ti_tr,tr.c,35,"(size: int, inputs: const double *const *, options: const double *, outputs: double *const *) -> int",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"tr.c:35. Not emitted: the tr.c TU never reached the LLM — SACTOR's relocated expanded TU fails in gcc with `simple1.h`/`dx.h`-style same-directory headers not on its include path (one of the 37 pre-LLM failures, RUN.md; same in run 2). Absent from rust_inventory.csv. Matcher deploy NONE, no forced proposal: consistent."
ti_trima_start,trima.c,28,(options: const double *) -> int,,,NO_MAP,,,ti_trima_start,,,,NONE,single-source,ti_trima_start,"C trima.c:28 `return (int)options[0]-1` -> Rust assembled_unidiomatic.rs:307 `(*options as c_int) - 1`: genuine translation, same computation. Tool verdict: unverified, TU aborted at harness link failure (run1_extracted_rust/index.json). Name-eq says ti_trima_start: correct. Forced matcher: no proposal (miss); deploy NONE."
ti_trima,trima.c,33,"(size: int, inputs: const double *const *, options: const double *, outputs: double *const *) -> int",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"trima.c:33. Not emitted: the trima.c TU translated only its first function ti_trima_start (assembled_unidiomatic.rs:307) and then aborted at ""Failed to link project-level harness for function ti_trima_start"" (RUN.md); ti_trima never reached the LLM. Absent from rust_inventory.csv. Matcher deploy NONE, no forced proposal: consistent."
ti_trix_start,trix.c,28,(options: const double *) -> int,,,NO_MAP,,,ti_trix_start,,,,NONE,single-source,ti_trix_start,"C trix.c:28 `period=(int)options[0]; return ((period-1)*3)+1` -> Rust assembled_unidiomatic.rs:312 `let period = *options as c_int; ((period - 1) * 3) + 1`: genuine translation, same computation. Tool verdict: unverified, TU aborted at harness link failure (run1_extracted_rust/index.json). Name-eq says ti_trix_start: correct. Forced matcher: no proposal (miss); deploy NONE."
ti_trix,trix.c,34,"(size: int, inputs: const double *const *, options: const double *, outputs: double *const *) -> int",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"trix.c:34. Not emitted: the trix.c TU translated only its first function ti_trix_start (assembled_unidiomatic.rs:312) and then aborted at ""Failed to link project-level harness for function ti_trix_start"" (RUN.md); ti_trix never reached the LLM. Absent from rust_inventory.csv. Matcher deploy NONE, no forced proposal: consistent."
ti_tsf_start,tsf.c,29,(options: const double *) -> int,,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"tsf.c:29. Not emitted: the tsf.c TU never reached the LLM — SACTOR's relocated expanded TU fails in gcc with `simple1.h`/`dx.h`-style same-directory headers not on its include path (one of the 37 pre-LLM failures, RUN.md; same in run 2). Absent from rust_inventory.csv. Matcher deploy NONE, no forced proposal: consistent."
ti_tsf,tsf.c,34,"(size: int, inputs: const double *const *, options: const double *, outputs: double *const *) -> int",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"tsf.c:34. Not emitted: the tsf.c TU never reached the LLM — SACTOR's relocated expanded TU fails in gcc with `simple1.h`/`dx.h`-style same-directory headers not on its include path (one of the 37 pre-LLM failures, RUN.md; same in run 2). Absent from rust_inventory.csv. Matcher deploy NONE, no forced proposal: consistent."
ti_typprice_start,typprice.c,28,(options: const double *) -> int,,,NO_MAP,,,ti_typprice_start,ti_vwma_start,0.294,-0.266,ABSTAIN,CONFLICT,ti_typprice_start,"C typprice.c:28 `(void)options; return 0` -> Rust assembled_unidiomatic.rs:318 `let _ = options; 0`: genuine translation, same computation (not a STUB: the C body itself ignores options and returns this constant, so the constant IS the C behaviour). Tool verdict: unverified, TU aborted at harness link failure (run1_extracted_rust/index.json). Name-eq says ti_typprice_start: correct. Forced matcher proposal ti_vwma_start is WRONG (SACTOR's translation of C ti_vwma_start from vwma.c, assembled_unidiomatic.rs:360); the C function's own translation is ti_typprice_start at assembled_unidiomatic.rs:318. Bodies differ: C ti_typprice_start = `0`, C ti_vwma_start = `(int)options[0]-1`."
ti_typprice,typprice.c,34,"(size: int, inputs: const double *const *, options: const double *, outputs: double *const *) -> int",,,NO_MAP,,,,ti_buffer_new,0.352,-0.166,ABSTAIN,single-source,NONE,"typprice.c:34. Not emitted: the typprice.c TU translated only its first function ti_typprice_start (assembled_unidiomatic.rs:318) and then aborted at ""Failed to link project-level harness for function ti_typprice_start"" (RUN.md); ti_typprice never reached the LLM. Absent from rust_inventory.csv. Forced matcher proposal ti_buffer_new is wrong by construction (SACTOR's translation of C ti_buffer_new from buffer.c, assembled_unidiomatic.rs:56); no Rust ti_typprice exists and ti_typprice is not a one-line start-offset function."
ti_ultosc_start,ultosc.c,30,(options: const double *) -> int,,,NO_MAP,,,ti_ultosc_start,,,,NONE,single-source,ti_ultosc_start,"C ultosc.c:30 `return (int)options[2]` -> Rust assembled_unidiomatic.rs:324 `*options.add(2) as c_int`: genuine translation, same computation. Tool verdict: unverified, TU aborted at harness link failure (run1_extracted_rust/index.json). Name-eq says ti_ultosc_start: correct. Forced matcher: no proposal (miss); deploy NONE."
ti_ultosc,ultosc.c,35,"(size: int, inputs: const double *const *, options: const double *, outputs: double *const *) -> int",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"ultosc.c:35. Not emitted: the ultosc.c TU translated only its first function ti_ultosc_start (assembled_unidiomatic.rs:324) and then aborted at ""Failed to link project-level harness for function ti_ultosc_start"" (RUN.md); ti_ultosc never reached the LLM. Absent from rust_inventory.csv. Matcher deploy NONE, no forced proposal: consistent."
ti_var_start,var.c,28,(options: const double *) -> int,,,NO_MAP,,,ti_var_start,,,,NONE,single-source,ti_var_start,"C var.c:28 `return (int)options[0]-1` -> Rust assembled_unidiomatic.rs:329 `(*options as c_int) - 1`: genuine translation, same computation. Tool verdict: unverified, TU aborted at harness link failure (run1_extracted_rust/index.json). Name-eq says ti_var_start: correct. Forced matcher: no proposal (miss); deploy NONE."
ti_var,var.c,33,"(size: int, inputs: const double *const *, options: const double *, outputs: double *const *) -> int",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"var.c:33. Not emitted: the var.c TU translated only its first function ti_var_start (assembled_unidiomatic.rs:329) and then aborted at ""Failed to link project-level harness for function ti_var_start"" (RUN.md); ti_var never reached the LLM. Absent from rust_inventory.csv. Matcher deploy NONE, no forced proposal: consistent."
ti_vhf_start,vhf.c,27,(options: const double *) -> int,,,NO_MAP,,,ti_vhf_start,,,,NONE,single-source,ti_vhf_start,"C vhf.c:27 `return (int)options[0]` -> Rust assembled_unidiomatic.rs:339 `*options as c_int`: genuine translation, same computation. Tool verdict: unverified, TU aborted at harness link failure (run1_extracted_rust/index.json). Name-eq says ti_vhf_start: correct. Forced matcher: no proposal (miss); deploy NONE."
ti_vhf,vhf.c,32,"(size: int, inputs: const double *const *, options: const double *, outputs: double *const *) -> int",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"vhf.c:32. Not emitted: the vhf.c TU translated only its first function ti_vhf_start (assembled_unidiomatic.rs:339) and then aborted at ""Failed to link project-level harness for function ti_vhf_start"" (RUN.md); ti_vhf never reached the LLM. Absent from rust_inventory.csv. Matcher deploy NONE, no forced proposal: consistent."
ti_vidya_start,vidya.c,27,(options: const double *) -> int,,,NO_MAP,,,ti_vidya_start,,,,NONE,single-source,ti_vidya_start,"C vidya.c:27 `return ((int)(options[1]))-2` -> Rust assembled_unidiomatic.rs:344 `let val = *options.add(1); (val as c_int) - 2`: genuine translation, same computation. Tool verdict: unverified, TU aborted at harness link failure (run1_extracted_rust/index.json). Name-eq says ti_vidya_start: correct. Forced matcher: no proposal (miss); deploy NONE."
ti_vidya,vidya.c,32,"(size: int, inputs: const double *const *, options: const double *, outputs: double *const *) -> int",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"vidya.c:32. Not emitted: the vidya.c TU translated only its first function ti_vidya_start (assembled_unidiomatic.rs:344) and then aborted at ""Failed to link project-level harness for function ti_vidya_start"" (RUN.md); ti_vidya never reached the LLM. Absent from rust_inventory.csv. Matcher deploy NONE, no forced proposal: consistent."
ti_volatility_start,volatility.c,30,(options: const double *) -> int,,,NO_MAP,,,ti_volatility_start,,,,NONE,single-source,ti_volatility_start,"C volatility.c:30 `return (int)options[0]` -> Rust assembled_unidiomatic.rs:350 `*options as c_int`: genuine translation, same computation. Tool verdict: unverified, TU aborted at harness link failure (run1_extracted_rust/index.json). Name-eq says ti_volatility_start: correct. Forced matcher: no proposal (miss); deploy NONE."
ti_volatility,volatility.c,35,"(size: int, inputs: const double *const *, options: const double *, outputs: double *const *) -> int",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"volatility.c:35. Not emitted: the volatility.c TU translated only its first function ti_volatility_start (assembled_unidiomatic.rs:350) and then aborted at ""Failed to link project-level harness for function ti_volatility_start"" (RUN.md); ti_volatility never reached the LLM. Absent from rust_inventory.csv. Matcher deploy NONE, no forced proposal: consistent."
ti_vosc_start,vosc.c,28,(options: const double *) -> int,,,NO_MAP,,,ti_vosc_start,,,,NONE,single-source,ti_vosc_start,"C vosc.c:28 `return (int)options[1]-1` -> Rust assembled_unidiomatic.rs:355 `(*options.add(1) as c_int) - 1`: genuine translation, same computation. Tool verdict: unverified, TU aborted at harness link failure (run1_extracted_rust/index.json). Name-eq says ti_vosc_start: correct. Forced matcher: no proposal (miss); deploy NONE."
ti_vosc,vosc.c,33,"(size: int, inputs: const double *const *, options: const double *, outputs: double *const *) -> int",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"vosc.c:33. Not emitted: the vosc.c TU translated only its first function ti_vosc_start (assembled_unidiomatic.rs:355) and then aborted at ""Failed to link project-level harness for function ti_vosc_start"" (RUN.md); ti_vosc never reached the LLM. Absent from rust_inventory.csv. Matcher deploy NONE, no forced proposal: consistent."
ti_vwma_start,vwma.c,28,(options: const double *) -> int,,,NO_MAP,,,ti_vwma_start,,,,NONE,single-source,ti_vwma_start,"C vwma.c:28 `return (int)options[0]-1` -> Rust assembled_unidiomatic.rs:360 `let first_option = *options; (first_option as c_int) - 1`: genuine translation, same computation. Tool verdict: unverified, TU aborted at harness link failure (run1_extracted_rust/index.json). Name-eq says ti_vwma_start: correct. Forced matcher: no proposal (miss); deploy NONE."
ti_vwma,vwma.c,33,"(size: int, inputs: const double *const *, options: const double *, outputs: double *const *) -> int",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"vwma.c:33. Not emitted: the vwma.c TU translated only its first function ti_vwma_start (assembled_unidiomatic.rs:360) and then aborted at ""Failed to link project-level harness for function ti_vwma_start"" (RUN.md); ti_vwma never reached the LLM. Absent from rust_inventory.csv. Matcher deploy NONE, no forced proposal: consistent."
ti_wad_start,wad.c,29,(options: const double *) -> int,,,NO_MAP,,,ti_wad_start,,,,NONE,single-source,ti_wad_start,"C wad.c:29 `(void)options; return 1` -> Rust assembled_unidiomatic.rs:366 `let _ = options; 1`: genuine translation, same computation (not a STUB: the C body itself ignores options and returns this constant, so the constant IS the C behaviour). Tool verdict: unverified, TU aborted at harness link failure (run1_extracted_rust/index.json). Name-eq says ti_wad_start: correct. Forced matcher: no proposal (miss); deploy NONE."
ti_wad,wad.c,35,"(size: int, inputs: const double *const *, options: const double *, outputs: double *const *) -> int",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"wad.c:35. Not emitted: the wad.c TU translated only its first function ti_wad_start (assembled_unidiomatic.rs:366) and then aborted at ""Failed to link project-level harness for function ti_wad_start"" (RUN.md); ti_wad never reached the LLM. Absent from rust_inventory.csv. Matcher deploy NONE, no forced proposal: consistent."
ti_wcprice_start,wcprice.c,28,(options: const double *) -> int,,,NO_MAP,,,ti_wcprice_start,ti_dpo_start,0.294,-0.266,ABSTAIN,CONFLICT,ti_wcprice_start,"C wcprice.c:28 `(void)options; return 0` -> Rust assembled_unidiomatic.rs:372 `let _ = options; 0`: genuine translation, same computation (not a STUB: the C body itself ignores options and returns this constant, so the constant IS the C behaviour). Tool verdict: unverified, TU aborted at harness link failure (run1_extracted_rust/index.json). Name-eq says ti_wcprice_start: correct. Forced matcher proposal ti_dpo_start is WRONG (SACTOR's translation of C ti_dpo_start from dpo.c, assembled_unidiomatic.rs:110); the C function's own translation is ti_wcprice_start at assembled_unidiomatic.rs:372. Bodies differ: C ti_wcprice_start = `0`, C ti_dpo_start = `(int)options[0]-1`."
ti_wcprice,wcprice.c,34,"(size: int, inputs: const double *const *, options: const double *, outputs: double *const *) -> int",,,NO_MAP,,,,ti_stoch_start,0.328,-0.156,ABSTAIN,single-source,NONE,"wcprice.c:34. Not emitted: the wcprice.c TU translated only its first function ti_wcprice_start (assembled_unidiomatic.rs:372) and then aborted at ""Failed to link project-level harness for function ti_wcprice_start"" (RUN.md); ti_wcprice never reached the LLM. Absent from rust_inventory.csv. Forced matcher proposal ti_stoch_start is wrong by construction (SACTOR's translation of C ti_stoch_start from stoch.c, assembled_unidiomatic.rs:283); no Rust ti_wcprice exists and ti_wcprice is not a one-line start-offset function."
ti_wilders_start,wilders.c,28,(options: const double *) -> int,,,NO_MAP,,,ti_wilders_start,,,,NONE,single-source,ti_wilders_start,"C wilders.c:28 `return (int)options[0]-1` -> Rust assembled_unidiomatic.rs:378 `let first = *options; (first as c_int) - 1`: genuine translation, same computation. Tool verdict: unverified, TU aborted at harness link failure (run1_extracted_rust/index.json). Name-eq says ti_wilders_start: correct. Forced matcher: no proposal (miss); deploy NONE."
ti_wilders,wilders.c,33,"(size: int, inputs: const double *const *, options: const double *, outputs: double *const *) -> int",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"wilders.c:33. Not emitted: the wilders.c TU translated only its first function ti_wilders_start (assembled_unidiomatic.rs:378) and then aborted at ""Failed to link project-level harness for function ti_wilders_start"" (RUN.md); ti_wilders never reached the LLM. Absent from rust_inventory.csv. Matcher deploy NONE, no forced proposal: consistent."
ti_willr_start,willr.c,28,(options: const double *) -> int,,,NO_MAP,,,ti_willr_start,,,,NONE,single-source,ti_willr_start,"C willr.c:28 `return (int)options[0]-1` -> Rust assembled_unidiomatic.rs:384 `(*options as c_int) - 1`: genuine translation, same computation. Tool verdict: unverified, TU aborted at harness link failure (run1_extracted_rust/index.json). Name-eq says ti_willr_start: correct. Forced matcher: no proposal (miss); deploy NONE."
ti_willr,willr.c,33,"(size: int, inputs: const double *const *, options: const double *, outputs: double *const *) -> int",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"willr.c:33. Not emitted: the willr.c TU translated only its first function ti_willr_start (assembled_unidiomatic.rs:384) and then aborted at ""Failed to link project-level harness for function ti_willr_start"" (RUN.md); ti_willr never reached the LLM. Absent from rust_inventory.csv. Matcher deploy NONE, no forced proposal: consistent."
ti_wma_start,wma.c,28,(options: const double *) -> int,,,NO_MAP,,,ti_wma_start,,,,NONE,single-source,ti_wma_start,"C wma.c:28 `return (int)options[0]-1` -> Rust assembled_unidiomatic.rs:389 `(*options.offset(0) as c_int) - 1`: genuine translation, same computation. Tool verdict: unverified, TU aborted at harness link failure (run1_extracted_rust/index.json). Name-eq says ti_wma_start: correct. Forced matcher: no proposal (miss); deploy NONE."
ti_wma,wma.c,33,"(size: int, inputs: const double *const *, options: const double *, outputs: double *const *) -> int",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"wma.c:33. Not emitted: the wma.c TU translated only its first function ti_wma_start (assembled_unidiomatic.rs:389) and then aborted at ""Failed to link project-level harness for function ti_wma_start"" (RUN.md); ti_wma never reached the LLM. Absent from rust_inventory.csv. Matcher deploy NONE, no forced proposal: consistent."
ti_zlema_start,zlema.c,28,(options: const double *) -> int,,,NO_MAP,,,ti_zlema_start,,,,NONE,single-source,ti_zlema_start,"C zlema.c:28 `return ((int)options[0]-1)/2-1` -> Rust assembled_unidiomatic.rs:394 `(((*options) as c_int) - 1) / 2 - 1`: genuine translation, same computation. Tool verdict: unverified, TU aborted at harness link failure (run1_extracted_rust/index.json). Name-eq says ti_zlema_start: correct. Forced matcher: no proposal (miss); deploy NONE."
ti_zlema,zlema.c,33,"(size: int, inputs: const double *const *, options: const double *, outputs: double *const *) -> int",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"zlema.c:33. Not emitted: the zlema.c TU translated only its first function ti_zlema_start (assembled_unidiomatic.rs:394) and then aborted at ""Failed to link project-level harness for function ti_zlema_start"" (RUN.md); ti_zlema never reached the LLM. Absent from rust_inventory.csv. Matcher deploy NONE, no forced proposal: consistent."
tc_build,,,() -> long,,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"candles.c:54-56 (one-line accessor). Not emitted: the candles.c TU aborted at SACTOR's parse step, ""Struct 'tc_result' not found"" (run1_result/batch_summary.json, RUN.md), so no function of candles.c reached the LLM. Absent from rust_inventory.csv. Matcher deploy NONE, no forced proposal: consistent."
tc_candle_count,,,() -> int,,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"candles.c:54-56 (one-line accessor). Not emitted: the candles.c TU aborted at SACTOR's parse step, ""Struct 'tc_result' not found"" (run1_result/batch_summary.json, RUN.md), so no function of candles.c reached the LLM. Absent from rust_inventory.csv. Matcher deploy NONE, no forced proposal: consistent."
tc_version,,,() -> const char *,,,NO_MAP,,,,ti_ao_start,0.458,-0.187,ABSTAIN,single-source,NONE,"candles.c:54-56 (one-line accessor). Not emitted: the candles.c TU aborted at SACTOR's parse step, ""Struct 'tc_result' not found"" (run1_result/batch_summary.json, RUN.md), so no function of candles.c reached the LLM. Absent from rust_inventory.csv. Forced matcher proposal ti_ao_start is wrong by construction (SACTOR's translation of C ti_ao_start from ao.c, assembled_unidiomatic.rs:19); no Rust tc_version exists and tc_version is not a one-line start-offset function."
ti_abs,,,"(size: int, inputs: const double *const *, options: const double *, outputs: double *const *) -> int",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"abs.c (macro-generated). Not emitted: the abs.c TU never reached the LLM — SACTOR's relocated expanded TU fails in gcc with `simple1.h`/`dx.h`-style same-directory headers not on its include path (one of the 37 pre-LLM failures, RUN.md; same in run 2). Absent from rust_inventory.csv. Matcher deploy NONE, no forced proposal: consistent."
ti_abs_start,,,(options: const double *) -> int,,,NO_MAP,,,,ti_wcprice_start,0.559,-0.105,ABSTAIN,single-source,NONE,"SIMPLE1 macro in abs.c (expands to `(void)options; return 0;`). Not emitted: the abs.c TU never reached the LLM — SACTOR's relocated expanded TU fails in gcc with `simple1.h`/`dx.h`-style same-directory headers not on its include path (one of the 37 pre-LLM failures, RUN.md; same in run 2). Absent from rust_inventory.csv. Forced matcher proposal ti_wcprice_start is wrong by construction (SACTOR's translation of C ti_wcprice_start from wcprice.c, assembled_unidiomatic.rs:372); no Rust ti_abs_start exists. Note the two C bodies are identical clones (`0`), so only provenance separates them."
ti_acos,,,"(size: int, inputs: const double *const *, options: const double *, outputs: double *const *) -> int",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"acos.c (macro-generated). Not emitted: the acos.c TU never reached the LLM — SACTOR's relocated expanded TU fails in gcc with `simple1.h`/`dx.h`-style same-directory headers not on its include path (one of the 37 pre-LLM failures, RUN.md; same in run 2). Absent from rust_inventory.csv. Matcher deploy NONE, no forced proposal: consistent."
ti_acos_start,,,(options: const double *) -> int,,,NO_MAP,,,,ti_typprice_start,0.559,-0.105,ABSTAIN,single-source,NONE,"SIMPLE1 macro in acos.c (expands to `(void)options; return 0;`). Not emitted: the acos.c TU never reached the LLM — SACTOR's relocated expanded TU fails in gcc with `simple1.h`/`dx.h`-style same-directory headers not on its include path (one of the 37 pre-LLM failures, RUN.md; same in run 2). Absent from rust_inventory.csv. Forced matcher proposal ti_typprice_start is wrong by construction (SACTOR's translation of C ti_typprice_start from typprice.c, assembled_unidiomatic.rs:318); no Rust ti_acos_start exists. Note the two C bodies are identical clones (`0`), so only provenance separates them."
ti_add,,,"(size: int, inputs: const double *const *, options: const double *, outputs: double *const *) -> int",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"add.c (macro-generated). Not emitted: the add.c TU never reached the LLM — SACTOR's relocated expanded TU fails in gcc with `simple1.h`/`dx.h`-style same-directory headers not on its include path (one of the 37 pre-LLM failures, RUN.md; same in run 2). Absent from rust_inventory.csv. Matcher deploy NONE, no forced proposal: consistent."
ti_add_start,,,(options: const double *) -> int,,,NO_MAP,,,,ti_bop_start,0.559,-0.105,ABSTAIN,single-source,NONE,"SIMPLE2 macro in add.c (expands to `(void)options; return 0;`). Not emitted: the add.c TU never reached the LLM — SACTOR's relocated expanded TU fails in gcc with `simple1.h`/`dx.h`-style same-directory headers not on its include path (one of the 37 pre-LLM failures, RUN.md; same in run 2). Absent from rust_inventory.csv. Forced matcher proposal ti_bop_start is wrong by construction (SACTOR's translation of C ti_bop_start from bop.c, assembled_unidiomatic.rs:50); no Rust ti_add_start exists. Note the two C bodies are identical clones (`0`), so only provenance separates them."
ti_asin,,,"(size: int, inputs: const double *const *, options: const double *, outputs: double *const *) -> int",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"asin.c (macro-generated). Not emitted: the asin.c TU never reached the LLM — SACTOR's relocated expanded TU fails in gcc with `simple1.h`/`dx.h`-style same-directory headers not on its include path (one of the 37 pre-LLM failures, RUN.md; same in run 2). Absent from rust_inventory.csv. Matcher deploy NONE, no forced proposal: consistent."
ti_asin_start,,,(options: const double *) -> int,,,NO_MAP,,,,ti_decay_start,0.559,-0.105,ABSTAIN,single-source,NONE,"SIMPLE1 macro in asin.c (expands to `(void)options; return 0;`). Not emitted: the asin.c TU never reached the LLM — SACTOR's relocated expanded TU fails in gcc with `simple1.h`/`dx.h`-style same-directory headers not on its include path (one of the 37 pre-LLM failures, RUN.md; same in run 2). Absent from rust_inventory.csv. Forced matcher proposal ti_decay_start is wrong by construction (SACTOR's translation of C ti_decay_start from decay.c, assembled_unidiomatic.rs:98); no Rust ti_asin_start exists. Note the two C bodies are identical clones (`0`), so only provenance separates them."
ti_atan,,,"(size: int, inputs: const double *const *, options: const double *, outputs: double *const *) -> int",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"atan.c (macro-generated). Not emitted: the atan.c TU never reached the LLM — SACTOR's relocated expanded TU fails in gcc with `simple1.h`/`dx.h`-style same-directory headers not on its include path (one of the 37 pre-LLM failures, RUN.md; same in run 2). Absent from rust_inventory.csv. Matcher deploy NONE, no forced proposal: consistent."
ti_atan_start,,,(options: const double *) -> int,,,NO_MAP,,,,ti_obv_start,0.559,-0.105,ABSTAIN,single-source,NONE,"SIMPLE1 macro in atan.c (expands to `(void)options; return 0;`). Not emitted: the atan.c TU never reached the LLM — SACTOR's relocated expanded TU fails in gcc with `simple1.h`/`dx.h`-style same-directory headers not on its include path (one of the 37 pre-LLM failures, RUN.md; same in run 2). Absent from rust_inventory.csv. Forced matcher proposal ti_obv_start is wrong by construction (SACTOR's translation of C ti_obv_start from obv.c, assembled_unidiomatic.rs:221); no Rust ti_atan_start exists. Note the two C bodies are identical clones (`0`), so only provenance separates them."
ti_build,,,() -> long,,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"indicators.c:44-46 (one-line accessor). Not emitted: the indicators.c TU translated only its first function ti_version and then aborted at ""Failed to link project-level harness"" (RUN.md); ti_build never reached the LLM. Absent from rust_inventory.csv. Matcher deploy NONE, no forced proposal: consistent."
ti_ceil,,,"(size: int, inputs: const double *const *, options: const double *, outputs: double *const *) -> int",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"ceil.c (macro-generated). Not emitted: the ceil.c TU never reached the LLM — SACTOR's relocated expanded TU fails in gcc with `simple1.h`/`dx.h`-style same-directory headers not on its include path (one of the 37 pre-LLM failures, RUN.md; same in run 2). Absent from rust_inventory.csv. Matcher deploy NONE, no forced proposal: consistent."
